"year","nna_code","industry","item","share_in_output","gross_output","imputed_share"
2014,"71","All recreation industries","Taxes on production and imports less subsidies",0.0638443154660294,292.9,FALSE
2014,"71","All recreation industries","Intermediate inputs",0.358142710822806,292.9,FALSE
2014,"721","Accomodation","Compensation of employees",0.302744776730848,244.1,FALSE
2014,"721","Accomodation","Gross operating surplus",0.191724702990578,244.1,FALSE
2014,"721","Accomodation","Taxes on production and imports less subsidies",0.102826710364605,244.1,FALSE
2014,"721","Accomodation","Intermediate inputs",0.403113478082753,244.1,FALSE
2014,"722","Food services and drinking places","Compensation of employees",0.356114050558495,680.4,FALSE
2014,"722","Food services and drinking places","Gross operating surplus",0.105526161081717,680.4,FALSE
2014,"722","Food services and drinking places","Taxes on production and imports less subsidies",0.0656966490299824,680.4,FALSE
2014,"722","Food services and drinking places","Intermediate inputs",0.472810111699001,680.4,FALSE
2014,"81","Other services, except government","Compensation of employees",0.435434956105347,626.5,FALSE
2014,"81","Other services, except government","Gross operating surplus",0.146049481245012,626.5,FALSE
2014,"81","Other services, except government","Taxes on production and imports less subsidies",0.032561851556265,626.5,FALSE
2014,"81","Other services, except government","Intermediate inputs",0.385953711093376,626.5,FALSE
2014,"G","All government","Compensation of employees",0.512110034028195,3497.1,FALSE
2014,"G","All government","Gross operating surplus",0.145777930285093,3497.1,FALSE
2014,"G","All government","Taxes on production and imports less subsidies",-0.00720597066140516,3497.1,FALSE
2014,"G","All government","Intermediate inputs",0.349260816104773,3497.1,FALSE
2015,"111CA","Farms","Compensation of employees",0.0674603174603175,403.2,FALSE
2015,"111CA","Farms","Gross operating surplus",0.294890873015873,403.2,FALSE
2015,"111CA","Farms","Taxes on production and imports less subsidies",0.000496031746031746,403.2,FALSE
2015,"111CA","Farms","Intermediate inputs",0.637152777777778,403.2,FALSE
2015,"113FF","Forestry, fishing, and related activities","Compensation of employees",0.427787934186472,54.7,FALSE
2015,"113FF","Forestry, fishing, and related activities","Gross operating surplus",0.20109689213894,54.7,FALSE
2015,"113FF","Forestry, fishing, and related activities","Taxes on production and imports less subsidies",0.0274223034734918,54.7,FALSE
2015,"113FF","Forestry, fishing, and related activities","Intermediate inputs",0.343692870201097,54.7,FALSE
2015,"211","Oil and gas extraction","Compensation of employees",0.160662525879917,241.5,FALSE
2015,"211","Oil and gas extraction","Gross operating surplus",0.333333333333333,241.5,FALSE
2015,"211","Oil and gas extraction","Taxes on production and imports less subsidies",0.13416149068323,241.5,FALSE
2015,"211","Oil and gas extraction","Intermediate inputs",0.372256728778468,241.5,FALSE
2015,"212","Mining, except oil and gas","Compensation of employees",0.173371647509579,104.4,FALSE
2015,"212","Mining, except oil and gas","Gross operating surplus",0.238505747126437,104.4,FALSE
2015,"212","Mining, except oil and gas","Taxes on production and imports less subsidies",0.0469348659003831,104.4,FALSE
2015,"212","Mining, except oil and gas","Intermediate inputs",0.542145593869732,104.4,FALSE
2015,"23","Construction","Compensation of employees",0.322338340953625,1531,FALSE
2015,"23","Construction","Gross operating surplus",0.178510777269758,1531,FALSE
2015,"23","Construction","Taxes on production and imports less subsidies",0.00738079686479425,1531,FALSE
2015,"23","Construction","Intermediate inputs",0.491704768125408,1531,FALSE
2015,"22","Utilities","Compensation of employees",0.157627462929108,492.3,FALSE
2015,"22","Utilities","Gross operating surplus",0.333333333333333,492.3,FALSE
2015,"22","Utilities","Taxes on production and imports less subsidies",0.11923623806622,492.3,FALSE
2015,"22","Utilities","Intermediate inputs",0.389599837497461,492.3,FALSE
2015,"321","Wood products","Compensation of employees",0.204408817635271,99.8,FALSE
2015,"321","Wood products","Gross operating surplus",0.103206412825651,99.8,FALSE
2015,"321","Wood products","Taxes on production and imports less subsidies",0.00701402805611222,99.8,FALSE
2015,"321","Wood products","Intermediate inputs",0.68436873747495,99.8,FALSE
2015,"327","Nonmetallic mineral products","Compensation of employees",0.227922624053827,118.9,FALSE
2015,"327","Nonmetallic mineral products","Gross operating surplus",0.20605550883095,118.9,FALSE
2015,"327","Nonmetallic mineral products","Taxes on production and imports less subsidies",0.0117746005046257,118.9,FALSE
2015,"327","Nonmetallic mineral products","Intermediate inputs",0.554247266610597,118.9,FALSE
2015,"331","Primary metals","Compensation of employees",0.138353765323993,228.4,FALSE
2015,"331","Primary metals","Gross operating surplus",0.115586690017513,228.4,FALSE
2015,"331","Primary metals","Taxes on production and imports less subsidies",0.010507880910683,228.4,FALSE
2015,"331","Primary metals","Intermediate inputs",0.735113835376532,228.4,FALSE
2015,"332","Fabricated metal products","Compensation of employees",0.275070821529745,353,FALSE
2015,"332","Fabricated metal products","Gross operating surplus",0.124362606232295,353,FALSE
2015,"332","Fabricated metal products","Taxes on production and imports less subsidies",0.00934844192634561,353,FALSE
2015,"332","Fabricated metal products","Intermediate inputs",0.590934844192635,353,FALSE
2015,"333","Machinery","Compensation of employees",0.247970672951034,381.9,FALSE
2015,"333","Machinery","Gross operating surplus",0.133019114951558,381.9,FALSE
2015,"333","Machinery","Taxes on production and imports less subsidies",0.00916470280178057,381.9,FALSE
2015,"333","Machinery","Intermediate inputs",0.610107357947107,381.9,FALSE
2015,"334","Computer and electronic products","Compensation of employees",0.39568345323741,347.5,FALSE
2015,"334","Computer and electronic products","Gross operating surplus",0.277410071942446,347.5,FALSE
2015,"334","Computer and electronic products","Taxes on production and imports less subsidies",0.0244604316546763,347.5,FALSE
2015,"334","Computer and electronic products","Intermediate inputs",0.302446043165468,347.5,FALSE
2015,"335","Electrical equipment, appliances, and components","Compensation of employees",0.272798742138365,127.2,FALSE
2015,"335","Electrical equipment, appliances, and components","Gross operating surplus",0.203616352201258,127.2,FALSE
2015,"335","Electrical equipment, appliances, and components","Taxes on production and imports less subsidies",0.00707547169811321,127.2,FALSE
2015,"335","Electrical equipment, appliances, and components","Intermediate inputs",0.517295597484277,127.2,FALSE
2015,"3361MV","Motor vehicles, bodies and trailers, and parts","Compensation of employees",0.110478899952584,632.7,FALSE
2015,"3361MV","Motor vehicles, bodies and trailers, and parts","Gross operating surplus",0.116010747589695,632.7,FALSE
2015,"3361MV","Motor vehicles, bodies and trailers, and parts","Taxes on production and imports less subsidies",0.00537379484747906,632.7,FALSE
2015,"3361MV","Motor vehicles, bodies and trailers, and parts","Intermediate inputs",0.768136557610242,632.7,FALSE
2015,"3364OT","Other transportation equipment","Compensation of employees",0.239163848754995,325.3,FALSE
2015,"3364OT","Other transportation equipment","Gross operating surplus",0.208422994159238,325.3,FALSE
2015,"3364OT","Other transportation equipment","Taxes on production and imports less subsidies",0.00768521364893944,325.3,FALSE
2015,"3364OT","Other transportation equipment","Intermediate inputs",0.545035351982785,325.3,FALSE
2015,"337","Furniture and related products","Compensation of employees",0.271390374331551,74.8,FALSE
2015,"337","Furniture and related products","Gross operating surplus",0.10427807486631,74.8,FALSE
2015,"337","Furniture and related products","Taxes on production and imports less subsidies",0.0053475935828877,74.8,FALSE
2015,"337","Furniture and related products","Intermediate inputs",0.618983957219251,74.8,FALSE
2015,"339","Miscellaneous manufacturing","Compensation of employees",0.30990990990991,166.5,FALSE
2015,"339","Miscellaneous manufacturing","Gross operating surplus",0.148348348348348,166.5,FALSE
2015,"339","Miscellaneous manufacturing","Taxes on production and imports less subsidies",0.0174174174174174,166.5,FALSE
2015,"339","Miscellaneous manufacturing","Intermediate inputs",0.524324324324324,166.5,FALSE
2015,"311FT","Food and beverage and tobacco products","Compensation of employees",0.108764186633039,951.6,FALSE
2015,"311FT","Food and beverage and tobacco products","Gross operating surplus",0.139974779319042,951.6,FALSE
2015,"311FT","Food and beverage and tobacco products","Taxes on production and imports less subsidies",0.0316309373686423,951.6,FALSE
2015,"311FT","Food and beverage and tobacco products","Intermediate inputs",0.719735182849937,951.6,FALSE
2015,"313TT","Textile mills and textile product mills","Compensation of employees",0.227272727272727,52.8,FALSE
2015,"313TT","Textile mills and textile product mills","Gross operating surplus",0.0965909090909091,52.8,FALSE
2015,"313TT","Textile mills and textile product mills","Taxes on production and imports less subsidies",0.0113636363636364,52.8,FALSE
2015,"313TT","Textile mills and textile product mills","Intermediate inputs",0.664772727272727,52.8,FALSE
2015,"315AL","Apparel and leather and allied products","Compensation of employees",0.443243243243243,18.5,FALSE
2015,"315AL","Apparel and leather and allied products","Gross operating surplus",0.0702702702702703,18.5,FALSE
2015,"315AL","Apparel and leather and allied products","Taxes on production and imports less subsidies",0.0162162162162162,18.5,FALSE
2015,"315AL","Apparel and leather and allied products","Intermediate inputs",0.47027027027027,18.5,FALSE
2015,"322","Paper products","Compensation of employees",0.163685636856369,184.5,FALSE
2015,"322","Paper products","Gross operating surplus",0.15230352303523,184.5,FALSE
2015,"322","Paper products","Taxes on production and imports less subsidies",0.00921409214092141,184.5,FALSE
2015,"322","Paper products","Intermediate inputs",0.67479674796748,184.5,FALSE
2015,"323PPI","Printing, publishing, and related","Compensation of employees",0.287937743190661,411.2,FALSE
2015,"323PPI","Printing, publishing, and related","Gross operating surplus",0.303501945525292,411.2,FALSE
2015,"323PPI","Printing, publishing, and related","Taxes on production and imports less subsidies",0.0150778210116732,411.2,FALSE
2015,"323PPI","Printing, publishing, and related","Intermediate inputs",0.393725680933852,411.2,FALSE
2015,"324","Petroleum and coal products","Compensation of employees",0.039568345323741,500.4,FALSE
2015,"324","Petroleum and coal products","Gross operating surplus",0.215827338129496,500.4,FALSE
2015,"324","Petroleum and coal products","Taxes on production and imports less subsidies",0.00719424460431655,500.4,FALSE
2015,"324","Petroleum and coal products","Intermediate inputs",0.737410071942446,500.4,FALSE
2015,"325","Chemical products","Compensation of employees",0.128879199794819,779.8,FALSE
2015,"325","Chemical products","Gross operating surplus",0.265067966145165,779.8,FALSE
2015,"325","Chemical products","Taxes on production and imports less subsidies",0.0206463195691203,779.8,FALSE
2015,"325","Chemical products","Intermediate inputs",0.585406514490895,779.8,FALSE
2015,"326","Plastics and rubber products","Compensation of employees",0.186245194361384,234.1,FALSE
2015,"326","Plastics and rubber products","Gross operating surplus",0.13754805638616,234.1,FALSE
2015,"326","Plastics and rubber products","Taxes on production and imports less subsidies",0.00768902178556173,234.1,FALSE
2015,"326","Plastics and rubber products","Intermediate inputs",0.66894489534387,234.1,FALSE
2015,"42","Wholesale trade","Compensation of employees",0.267625597144207,1904.9,FALSE
2015,"42","Wholesale trade","Gross operating surplus",0.225103679983201,1904.9,FALSE
2015,"42","Wholesale trade","Taxes on production and imports less subsidies",0.11024200745446,1904.9,FALSE
2015,"42","Wholesale trade","Intermediate inputs",0.397028715418132,1904.9,FALSE
2015,"44RT","Retail trade","Compensation of employees",0.3410225921522,1682,FALSE
2015,"44RT","Retail trade","Gross operating surplus",0.173246135552913,1682,FALSE
2015,"44RT","Retail trade","Taxes on production and imports less subsidies",0.128537455410226,1682,FALSE
2015,"44RT","Retail trade","Intermediate inputs",0.357193816884661,1682,FALSE
2015,"481","Air transportation","Compensation of employees",0.219302220208428,220.7,FALSE
2015,"481","Air transportation","Gross operating surplus",0.199365654734934,220.7,FALSE
2015,"481","Air transportation","Taxes on production and imports less subsidies",0.106932487539647,220.7,FALSE
2015,"481","Air transportation","Intermediate inputs",0.474399637516991,220.7,FALSE
2015,"482","Rail transportation","Compensation of employees",0.293333333333333,82.5,FALSE
2015,"482","Rail transportation","Gross operating surplus",0.263030303030303,82.5,FALSE
2015,"482","Rail transportation","Taxes on production and imports less subsidies",0.00242424242424242,82.5,FALSE
2015,"482","Rail transportation","Intermediate inputs",0.44,82.5,FALSE
2015,"483","Water transportation","Compensation of employees",0.141199226305609,51.7,FALSE
2015,"483","Water transportation","Gross operating surplus",0.164410058027079,51.7,FALSE
2015,"483","Water transportation","Taxes on production and imports less subsidies",0.0174081237911025,51.7,FALSE
2015,"483","Water transportation","Intermediate inputs",0.678916827852998,51.7,FALSE
2015,"484","Truck transportation","Compensation of employees",0.272835112692764,337.2,FALSE
2015,"484","Truck transportation","Gross operating surplus",0.193653618030842,337.2,FALSE
2015,"484","Truck transportation","Taxes on production and imports less subsidies",0.012158956109134,337.2,FALSE
2015,"484","Truck transportation","Intermediate inputs",0.52135231316726,337.2,FALSE
2015,"485","Transit and ground passenger transportation","Compensation of employees",0.295964125560538,66.9,FALSE
2015,"485","Transit and ground passenger transportation","Gross operating surplus",0.295964125560538,66.9,FALSE
2015,"485","Transit and ground passenger transportation","Taxes on production and imports less subsidies",0.0254110612855007,66.9,FALSE
2015,"485","Transit and ground passenger transportation","Intermediate inputs",0.384155455904335,66.9,FALSE
2015,"486","Pipeline transportation","Compensation of employees",0.160633484162896,44.2,FALSE
2015,"486","Pipeline transportation","Gross operating surplus",0.606334841628959,44.2,FALSE
2015,"486","Pipeline transportation","Taxes on production and imports less subsidies",0.0656108597285068,44.2,FALSE
2015,"486","Pipeline transportation","Intermediate inputs",0.167420814479638,44.2,FALSE
2015,"487OS","Other transportation and support activities","Compensation of employees",0.35045045045045,222,FALSE
2015,"487OS","Other transportation and support activities","Gross operating surplus",0.154954954954955,222,FALSE
2015,"487OS","Other transportation and support activities","Taxes on production and imports less subsidies",0.00990990990990991,222,FALSE
2015,"487OS","Other transportation and support activities","Intermediate inputs",0.484684684684685,222,FALSE
2015,"493","Warehousing and storage","Compensation of employees",0.385918003565062,112.2,FALSE
2015,"493","Warehousing and storage","Gross operating surplus",0.0632798573975045,112.2,FALSE
2015,"493","Warehousing and storage","Taxes on production and imports less subsidies",0.0071301247771836,112.2,FALSE
2015,"493","Warehousing and storage","Intermediate inputs",0.544563279857397,112.2,FALSE
2015,"512","Theaters, motion pictures, and sound recording","Compensation of employees",0.238161559888579,143.6,FALSE
2015,"512","Theaters, motion pictures, and sound recording","Gross operating surplus",0.341922005571031,143.6,FALSE
2015,"512","Theaters, motion pictures, and sound recording","Taxes on production and imports less subsidies",0.0445682451253482,143.6,FALSE
2015,"512","Theaters, motion pictures, and sound recording","Intermediate inputs",0.374651810584958,143.6,FALSE
2015,"513","Broadcasting and telecommunications","Compensation of employees",0.136551055056997,824.6,FALSE
2015,"513","Broadcasting and telecommunications","Gross operating surplus",0.344288139704099,824.6,FALSE
2015,"513","Broadcasting and telecommunications","Taxes on production and imports less subsidies",0.0479020130972593,824.6,FALSE
2015,"513","Broadcasting and telecommunications","Intermediate inputs",0.471258792141644,824.6,FALSE
2015,"51C54","Computer, data processing, internet publishing, and other information services","Compensation of employees",0.453691663054472,692.1,FALSE
2015,"51C54","Computer, data processing, internet publishing, and other information services","Gross operating surplus",0.204016760583731,692.1,FALSE
2015,"51C54","Computer, data processing, internet publishing, and other information services","Taxes on production and imports less subsidies",0.0141598034966045,692.1,FALSE
2015,"51C54","Computer, data processing, internet publishing, and other information services","Intermediate inputs",0.328131772865193,692.1,FALSE
2015,"521CI","Federal Reserve banks, credit intermediation, and related activities","Compensation of employees",0.260979916133304,906.2,FALSE
2015,"521CI","Federal Reserve banks, credit intermediation, and related activities","Gross operating surplus",0.366033988082101,906.2,FALSE
2015,"521CI","Federal Reserve banks, credit intermediation, and related activities","Taxes on production and imports less subsidies",0.0189803575369676,906.2,FALSE
2015,"521CI","Federal Reserve banks, credit intermediation, and related activities","Intermediate inputs",0.354005738247627,906.2,FALSE
2015,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Compensation of employees",0.323105203619909,707.2,FALSE
2015,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Gross operating surplus",0.00749434389140271,707.2,FALSE
2015,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Taxes on production and imports less subsidies",0.00820135746606335,707.2,FALSE
2015,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Intermediate inputs",0.661199095022624,707.2,FALSE
2015,"524","Insurance carriers and related activities","Compensation of employees",0.26025121976539,963.3,FALSE
2015,"524","Insurance carriers and related activities","Gross operating surplus",0.286618914149279,963.3,FALSE
2015,"524","Insurance carriers and related activities","Taxes on production and imports less subsidies",0.0402782103186961,963.3,FALSE
2015,"524","Insurance carriers and related activities","Intermediate inputs",0.412955465587045,963.3,FALSE
2015,"531","Real estate","Compensation of employees",0.0336871250576834,3033.8,FALSE
2015,"531","Real estate","Gross operating surplus",0.592721998813369,3033.8,FALSE
2015,"531","Real estate","Taxes on production and imports less subsidies",0.0792075944360208,3033.8,FALSE
2015,"531","Real estate","Intermediate inputs",0.294383281692926,3033.8,FALSE
2015,"532RL","Rental and leasing services and lessors of intangible assets","Compensation of employees",0.102648021422196,336.1,FALSE
2015,"532RL","Rental and leasing services and lessors of intangible assets","Gross operating surplus",0.429038976495091,336.1,FALSE
2015,"532RL","Rental and leasing services and lessors of intangible assets","Taxes on production and imports less subsidies",0.0556382029157989,336.1,FALSE
2015,"532RL","Rental and leasing services and lessors of intangible assets","Intermediate inputs",0.412674799166915,336.1,FALSE
2015,"5411","Legal services","Compensation of employees",0.37355623100304,329,FALSE
2015,"5411","Legal services","Gross operating surplus",0.317021276595745,329,FALSE
2015,"5411","Legal services","Taxes on production and imports less subsidies",0.0477203647416413,329,FALSE
2015,"5411","Legal services","Intermediate inputs",0.262006079027356,329,FALSE
2015,"5412OP","Miscellaneous professional, scientific, and technical services","Compensation of employees",0.436595206075469,1264.1,FALSE
2015,"5412OP","Miscellaneous professional, scientific, and technical services","Gross operating surplus",0.201803654774148,1264.1,FALSE
2015,"5412OP","Miscellaneous professional, scientific, and technical services","Taxes on production and imports less subsidies",0.0104422118503283,1264.1,FALSE
2015,"5412OP","Miscellaneous professional, scientific, and technical services","Intermediate inputs",0.351158927300055,1264.1,FALSE
2015,"55","Management of companies and public relations","Compensation of employees",0.557440531071363,542.3,FALSE
2015,"55","Management of companies and public relations","Gross operating surplus",0.0667527198967361,542.3,FALSE
2015,"55","Management of companies and public relations","Taxes on production and imports less subsidies",0.0154895814125023,542.3,FALSE
2015,"55","Management of companies and public relations","Intermediate inputs",0.360132767840679,542.3,FALSE
2015,"56","Administrative, support, and other business services","Compensation of employees",0.439598056537102,905.6,FALSE
2015,"56","Administrative, support, and other business services","Gross operating surplus",0.143440812720848,905.6,FALSE
2015,"56","Administrative, support, and other business services","Taxes on production and imports less subsidies",0.0134717314487632,905.6,FALSE
2015,"56","Administrative, support, and other business services","Intermediate inputs",0.403489399293286,905.6,FALSE
2015,"61","Educational services","Compensation of employees",0.531056814836621,339.7,FALSE
2015,"61","Educational services","Gross operating surplus",0.125404768913747,339.7,FALSE
2015,"61","Educational services","Taxes on production and imports less subsidies",0.0244333235207536,339.7,FALSE
2015,"61","Educational services","Intermediate inputs",0.318810715337062,339.7,FALSE
2015,"621","Ambulatory health care services","Compensation of employees",0.516219881088975,958.7,FALSE
2015,"621","Ambulatory health care services","Gross operating surplus",0.145405236257432,958.7,FALSE
2015,"621","Ambulatory health care services","Taxes on production and imports less subsidies",0.00886617294252634,958.7,FALSE
2015,"621","Ambulatory health care services","Intermediate inputs",0.329508709711067,958.7,FALSE
2015,"622HO","Hospitals and nursing and residential care facilities","Compensation of employees",0.480105840846727,1020.4,FALSE
2015,"622HO","Hospitals and nursing and residential care facilities","Gross operating surplus",0.0793806350450804,1020.4,FALSE
2015,"622HO","Hospitals and nursing and residential care facilities","Taxes on production and imports less subsidies",0.0162681301450412,1020.4,FALSE
2015,"622HO","Hospitals and nursing and residential care facilities","Intermediate inputs",0.424441395531164,1020.4,FALSE
2015,"624","Social assistance","Compensation of employees",0.51381780962129,195.4,FALSE
2015,"624","Social assistance","Gross operating surplus",0.0573183213920164,195.4,FALSE
2015,"624","Social assistance","Taxes on production and imports less subsidies",0.00921187308085977,195.4,FALSE
2015,"624","Social assistance","Intermediate inputs",0.419651995905834,195.4,FALSE
2015,"71","All recreation industries","Compensation of employees",0.323812580231065,311.6,FALSE
2015,"71","All recreation industries","Gross operating surplus",0.22785622593068,311.6,FALSE
2015,"71","All recreation industries","Taxes on production and imports less subsidies",0.0622593068035943,311.6,FALSE
2015,"71","All recreation industries","Intermediate inputs",0.38607188703466,311.6,FALSE
2015,"721","Accomodation","Compensation of employees",0.30046403712297,258.6,FALSE
2015,"721","Accomodation","Gross operating surplus",0.226218097447796,258.6,FALSE
2015,"721","Accomodation","Taxes on production and imports less subsidies",0.102088167053364,258.6,FALSE
2015,"721","Accomodation","Intermediate inputs",0.37122969837587,258.6,FALSE
2015,"722","Food services and drinking places","Compensation of employees",0.356012444203977,739.3,FALSE
2015,"722","Food services and drinking places","Gross operating surplus",0.109563100229947,739.3,FALSE
2015,"722","Food services and drinking places","Taxes on production and imports less subsidies",0.0685783849587448,739.3,FALSE
2015,"722","Food services and drinking places","Intermediate inputs",0.465846070607331,739.3,FALSE
2015,"81","Other services, except government","Compensation of employees",0.440141386199477,650.7,FALSE
2015,"81","Other services, except government","Gross operating surplus",0.147226064238512,650.7,FALSE
2015,"81","Other services, except government","Taxes on production and imports less subsidies",0.0327339787920701,650.7,FALSE
2015,"81","Other services, except government","Intermediate inputs",0.37989857076994,650.7,FALSE
2015,"G","All government","Compensation of employees",0.517025089605735,3571.2,FALSE
2015,"G","All government","Gross operating surplus",0.146253360215054,3571.2,FALSE
2015,"G","All government","Taxes on production and imports less subsidies",-0.00686043906810036,3571.2,FALSE
2015,"G","All government","Intermediate inputs",0.343665994623656,3571.2,FALSE
2016,"111CA","Farms","Compensation of employees",0.0763559768299105,379.8,FALSE
2016,"111CA","Farms","Gross operating surplus",0.273565034228541,379.8,FALSE
2016,"111CA","Farms","Taxes on production and imports less subsidies",-0.00710900473933649,379.8,FALSE
2016,"111CA","Farms","Intermediate inputs",0.656924697209057,379.8,FALSE
2016,"113FF","Forestry, fishing, and related activities","Compensation of employees",0.481409001956947,51.1,FALSE
2016,"113FF","Forestry, fishing, and related activities","Gross operating surplus",0.217221135029354,51.1,FALSE
2016,"113FF","Forestry, fishing, and related activities","Taxes on production and imports less subsidies",0.0293542074363992,51.1,FALSE
2016,"113FF","Forestry, fishing, and related activities","Intermediate inputs",0.272015655577299,51.1,FALSE
2016,"211","Oil and gas extraction","Compensation of employees",0.168668668668669,199.8,FALSE
2016,"211","Oil and gas extraction","Gross operating surplus",0.334834834834835,199.8,FALSE
2016,"211","Oil and gas extraction","Taxes on production and imports less subsidies",0.152152152152152,199.8,FALSE
2016,"211","Oil and gas extraction","Intermediate inputs",0.343843843843844,199.8,FALSE
2016,"212","Mining, except oil and gas","Compensation of employees",0.172995780590717,94.8,FALSE
2016,"212","Mining, except oil and gas","Gross operating surplus",0.24789029535865,94.8,FALSE
2016,"212","Mining, except oil and gas","Taxes on production and imports less subsidies",0.0485232067510548,94.8,FALSE
2016,"212","Mining, except oil and gas","Intermediate inputs",0.530590717299578,94.8,FALSE
2016,"23","Construction","Compensation of employees",0.322627552633243,1581.7,FALSE
2016,"23","Construction","Gross operating surplus",0.183916039704116,1581.7,FALSE
2016,"23","Construction","Taxes on production and imports less subsidies",0.00746032749573244,1581.7,FALSE
2016,"23","Construction","Intermediate inputs",0.485996080166909,1581.7,FALSE
2016,"22","Utilities","Compensation of employees",0.173007438894793,470.5,FALSE
2016,"22","Utilities","Gross operating surplus",0.344314558979809,470.5,FALSE
2016,"22","Utilities","Taxes on production and imports less subsidies",0.127523910733262,470.5,FALSE
2016,"22","Utilities","Intermediate inputs",0.355154091392136,470.5,FALSE
2016,"321","Wood products","Compensation of employees",0.204457364341085,103.2,FALSE
2016,"321","Wood products","Gross operating surplus",0.11531007751938,103.2,FALSE
2016,"321","Wood products","Taxes on production and imports less subsidies",0.00678294573643411,103.2,FALSE
2016,"321","Wood products","Intermediate inputs",0.673449612403101,103.2,FALSE
2016,"327","Nonmetallic mineral products","Compensation of employees",0.224358974358974,124.8,FALSE
2016,"327","Nonmetallic mineral products","Gross operating surplus",0.204326923076923,124.8,FALSE
2016,"327","Nonmetallic mineral products","Taxes on production and imports less subsidies",0.0120192307692308,124.8,FALSE
2016,"327","Nonmetallic mineral products","Intermediate inputs",0.559294871794872,124.8,FALSE
2016,"331","Primary metals","Compensation of employees",0.148727984344423,204.4,FALSE
2016,"331","Primary metals","Gross operating surplus",0.11986301369863,204.4,FALSE
2016,"331","Primary metals","Taxes on production and imports less subsidies",0.0122309197651663,204.4,FALSE
2016,"331","Primary metals","Intermediate inputs",0.719667318982387,204.4,FALSE
2016,"332","Fabricated metal products","Compensation of employees",0.278798483522893,342.9,FALSE
2016,"332","Fabricated metal products","Gross operating surplus",0.125400991542724,342.9,FALSE
2016,"332","Fabricated metal products","Taxes on production and imports less subsidies",0.00962379702537183,342.9,FALSE
2016,"332","Fabricated metal products","Intermediate inputs",0.586468358121901,342.9,FALSE
2016,"333","Machinery","Compensation of employees",0.253844003354767,357.7,FALSE
2016,"333","Machinery","Gross operating surplus",0.125803746155997,357.7,FALSE
2016,"333","Machinery","Taxes on production and imports less subsidies",0.0100642996924797,357.7,FALSE
2016,"333","Machinery","Intermediate inputs",0.610567514677104,357.7,FALSE
2016,"334","Computer and electronic products","Compensation of employees",0.410647482014388,347.5,FALSE
2016,"334","Computer and electronic products","Gross operating surplus",0.258705035971223,347.5,FALSE
2016,"334","Computer and electronic products","Taxes on production and imports less subsidies",0.0233093525179856,347.5,FALSE
2016,"334","Computer and electronic products","Intermediate inputs",0.307625899280576,347.5,FALSE
2016,"335","Electrical equipment, appliances, and components","Compensation of employees",0.284552845528455,123,FALSE
2016,"335","Electrical equipment, appliances, and components","Gross operating surplus",0.163414634146341,123,FALSE
2016,"335","Electrical equipment, appliances, and components","Taxes on production and imports less subsidies",0.00731707317073171,123,FALSE
2016,"335","Electrical equipment, appliances, and components","Intermediate inputs",0.544715447154472,123,FALSE
2016,"3361MV","Motor vehicles, bodies and trailers, and parts","Compensation of employees",0.11563647979556,626.1,FALSE
2016,"3361MV","Motor vehicles, bodies and trailers, and parts","Gross operating surplus",0.127615396901453,626.1,FALSE
2016,"3361MV","Motor vehicles, bodies and trailers, and parts","Taxes on production and imports less subsidies",0.00559016131608369,626.1,FALSE
2016,"3361MV","Motor vehicles, bodies and trailers, and parts","Intermediate inputs",0.750998243092158,626.1,FALSE
2016,"3364OT","Other transportation equipment","Compensation of employees",0.256299734748011,301.6,FALSE
2016,"3364OT","Other transportation equipment","Gross operating surplus",0.221816976127321,301.6,FALSE
2016,"3364OT","Other transportation equipment","Taxes on production and imports less subsidies",0.00862068965517241,301.6,FALSE
2016,"3364OT","Other transportation equipment","Intermediate inputs",0.513262599469496,301.6,FALSE
2016,"337","Furniture and related products","Compensation of employees",0.277044854881267,75.8,FALSE
2016,"337","Furniture and related products","Gross operating surplus",0.104221635883905,75.8,FALSE
2016,"337","Furniture and related products","Taxes on production and imports less subsidies",0.00527704485488127,75.8,FALSE
2016,"337","Furniture and related products","Intermediate inputs",0.613456464379947,75.8,FALSE
2016,"339","Miscellaneous manufacturing","Compensation of employees",0.328263624841572,157.8,FALSE
2016,"339","Miscellaneous manufacturing","Gross operating surplus",0.193282636248416,157.8,FALSE
2016,"339","Miscellaneous manufacturing","Taxes on production and imports less subsidies",0.0107731305449937,157.8,FALSE
2016,"339","Miscellaneous manufacturing","Intermediate inputs",0.467680608365019,157.8,FALSE
2016,"311FT","Food and beverage and tobacco products","Compensation of employees",0.112965879265092,952.5,FALSE
2016,"311FT","Food and beverage and tobacco products","Gross operating surplus",0.139632545931759,952.5,FALSE
2016,"311FT","Food and beverage and tobacco products","Taxes on production and imports less subsidies",0.0317060367454068,952.5,FALSE
2016,"311FT","Food and beverage and tobacco products","Intermediate inputs",0.715695538057743,952.5,FALSE
2016,"313TT","Textile mills and textile product mills","Compensation of employees",0.233009708737864,51.5,FALSE
2016,"313TT","Textile mills and textile product mills","Gross operating surplus",0.10873786407767,51.5,FALSE
2016,"313TT","Textile mills and textile product mills","Taxes on production and imports less subsidies",0.0116504854368932,51.5,FALSE
