"year","code_industry","industry","aggregate","value"
2016,"23","Construction","Total Value Added",813015
2016,"22","Utilities","Total Value Added",303424
2016,"321","Wood products","Total Value Added",33680
2016,"327","Nonmetallic mineral products","Total Value Added",55050
2016,"331","Primary metals","Total Value Added",57349
2016,"332","Fabricated metal products","Total Value Added",141840
2016,"333","Machinery","Total Value Added",139360
2016,"334","Computer and electronic products","Total Value Added",240657
2016,"335","Electrical equipment, appliances, and components","Total Value Added",55987
2016,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Value Added",155869
2016,"3364OT","Other transportation equipment","Total Value Added",146802
2016,"337","Furniture and related products","Total Value Added",29287
2016,"339","Miscellaneous manufacturing","Total Value Added",83985
2016,"311FT","Food and beverage and tobacco products","Total Value Added",270783
2016,"313TT","Textile mills and textile product mills","Total Value Added",18176
2016,"315AL","Apparel and leather and allied products","Total Value Added",9639
2016,"322","Paper products","Total Value Added",58720
2016,"323PPI","Printing, publishing, and related","Total Value Added",261323
2016,"324","Petroleum and coal products","Total Value Added",76030
2016,"325","Chemical products","Total Value Added",341842
2016,"326","Plastics and rubber products","Total Value Added",78792
2016,"42","Wholesale trade","Total Value Added",1142862
2016,"44RT","Retail trade","Total Value Added",1133246
2016,"481","Air transportation","Total Value Added",125007
2016,"482","Rail transportation","Total Value Added",42252
2016,"483","Water transportation","Total Value Added",14318
2016,"484","Truck transportation","Total Value Added",164890
2016,"485","Transit and ground passenger transportation","Total Value Added",41425
2016,"486","Pipeline transportation","Total Value Added",39152
2016,"487OS","Other transportation and support activities","Total Value Added",119061
2016,"493","Warehousing and storage","Total Value Added",56851
2016,"512","Theaters, motion pictures, and sound recording","Total Value Added",96835
2016,"513","Broadcasting and telecommunications","Total Value Added",459725
2016,"51C54","Computer, data processing, internet publishing, and other information services","Total Value Added",506018
2016,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Value Added",622205
2016,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Value Added",265725
2016,"524","Insurance carriers and related activities","Total Value Added",586926
2016,"531","Real estate","Total Value Added",2212224
2016,"532RL","Rental and leasing services and lessors of intangible assets","Total Value Added",207637
2016,"5411","Legal services","Total Value Added",257975
2016,"5412OP","Miscellaneous professional, scientific, and technical services","Total Value Added",830907
2016,"55","Management of companies and public relations","Total Value Added",349246
2016,"56","Administrative, support, and other business services","Total Value Added",559181
2016,"61","Educational services","Total Value Added",243217
2016,"621","Ambulatory health care services","Total Value Added",680402
2016,"622HO","Hospitals and nursing and residential care facilities","Total Value Added",612032
2016,"624","Social assistance","Total Value Added",121317
2016,"71","All recreation industries","Total Value Added",203949
2016,"721","Accomodation","Total Value Added",166618
2016,"722","Food services and drinking places","Total Value Added",421259
2016,"81","Other services, except government","Total Value Added",415886
2016,"G","All government","Total Value Added",2391859
2016,"111CA","Farms","Total Industry Output",379793
2016,"113FF","Forestry, fishing, and related activities","Total Industry Output",51122
2016,"211","Oil and gas extraction","Total Industry Output",199796
2016,"212","Mining, except oil and gas","Total Industry Output",94841
2016,"23","Construction","Total Industry Output",1581693
2016,"22","Utilities","Total Industry Output",470474
2016,"321","Wood products","Total Industry Output",103209
2016,"327","Nonmetallic mineral products","Total Industry Output",124845
2016,"331","Primary metals","Total Industry Output",204420
2016,"332","Fabricated metal products","Total Industry Output",342933
2016,"333","Machinery","Total Industry Output",357716
2016,"334","Computer and electronic products","Total Industry Output",347519
2016,"335","Electrical equipment, appliances, and components","Total Industry Output",122968
2016,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Industry Output",626080
2016,"3364OT","Other transportation equipment","Total Industry Output",301603
2016,"337","Furniture and related products","Total Industry Output",75824
2016,"339","Miscellaneous manufacturing","Total Industry Output",157793
2016,"311FT","Food and beverage and tobacco products","Total Industry Output",952500
2016,"313TT","Textile mills and textile product mills","Total Industry Output",51479
2016,"315AL","Apparel and leather and allied products","Total Industry Output",18511
2016,"322","Paper products","Total Industry Output",179292
2016,"323PPI","Printing, publishing, and related","Total Industry Output",443916
2016,"324","Petroleum and coal products","Total Industry Output",431700
2016,"325","Chemical products","Total Industry Output",767711
2016,"326","Plastics and rubber products","Total Industry Output",231391
2016,"42","Wholesale trade","Total Industry Output",1923255
2016,"44RT","Retail trade","Total Industry Output",1763091
2016,"481","Air transportation","Total Industry Output",221809
2016,"482","Rail transportation","Total Industry Output",75673
2016,"483","Water transportation","Total Industry Output",50815
2016,"484","Truck transportation","Total Industry Output",337616
2016,"485","Transit and ground passenger transportation","Total Industry Output",68184
2016,"486","Pipeline transportation","Total Industry Output",45189
2016,"487OS","Other transportation and support activities","Total Industry Output",228320
2016,"493","Warehousing and storage","Total Industry Output",118222
2016,"512","Theaters, motion pictures, and sound recording","Total Industry Output",149886
2016,"513","Broadcasting and telecommunications","Total Industry Output",865295
2016,"51C54","Computer, data processing, internet publishing, and other information services","Total Industry Output",757436
2016,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Industry Output",975080
2016,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Industry Output",688961
2016,"524","Insurance carriers and related activities","Total Industry Output",978973
2016,"531","Real estate","Total Industry Output",3182194
2016,"532RL","Rental and leasing services and lessors of intangible assets","Total Industry Output",341595
2016,"5411","Legal services","Total Industry Output",335024
2016,"5412OP","Miscellaneous professional, scientific, and technical services","Total Industry Output",1307380
2016,"55","Management of companies and public relations","Total Industry Output",541129
2016,"56","Administrative, support, and other business services","Total Industry Output",981524
2016,"61","Educational services","Total Industry Output",349890
2016,"621","Ambulatory health care services","Total Industry Output",1015115
2016,"622HO","Hospitals and nursing and residential care facilities","Total Industry Output",1060958
2016,"624","Social assistance","Total Industry Output",209158
2016,"71","All recreation industries","Total Industry Output",327575
2016,"721","Accomodation","Total Industry Output",269314
2016,"722","Food services and drinking places","Total Industry Output",776241
2016,"81","Other services, except government","Total Industry Output",682179
2016,"G","All government","Total Industry Output",3651927
2017,"111CA","Farms","Total Intermediate",256796
2017,"113FF","Forestry, fishing, and related activities","Total Intermediate",15275
2017,"211","Oil and gas extraction","Total Intermediate",92883
2017,"212","Mining, except oil and gas","Total Intermediate",49586
2017,"23","Construction","Total Intermediate",790749
2017,"22","Utilities","Total Intermediate",160408
2017,"321","Wood products","Total Intermediate",72767
2017,"327","Nonmetallic mineral products","Total Intermediate",68832
2017,"331","Primary metals","Total Intermediate",163109
2017,"332","Fabricated metal products","Total Intermediate",201509
2017,"333","Machinery","Total Intermediate",230625
2017,"334","Computer and electronic products","Total Intermediate",105563
2017,"335","Electrical equipment, appliances, and components","Total Intermediate",66627
2017,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Intermediate",438047
2017,"3364OT","Other transportation equipment","Total Intermediate",184654
2017,"337","Furniture and related products","Total Intermediate",47384
2017,"339","Miscellaneous manufacturing","Total Intermediate",72242
2017,"311FT","Food and beverage and tobacco products","Total Intermediate",677856
2017,"313TT","Textile mills and textile product mills","Total Intermediate",32418
2017,"315AL","Apparel and leather and allied products","Total Intermediate",6262
2017,"322","Paper products","Total Intermediate",129401
2017,"323PPI","Printing, publishing, and related","Total Intermediate",192595
2017,"324","Petroleum and coal products","Total Intermediate",428137
2017,"325","Chemical products","Total Intermediate",437567
2017,"326","Plastics and rubber products","Total Intermediate",160560
2017,"42","Wholesale trade","Total Intermediate",877731
2017,"44RT","Retail trade","Total Intermediate",668021
2017,"481","Air transportation","Total Intermediate",107619
2017,"482","Rail transportation","Total Intermediate",35235
2017,"483","Water transportation","Total Intermediate",41020
2017,"484","Truck transportation","Total Intermediate",189187
2017,"485","Transit and ground passenger transportation","Total Intermediate",34893
2017,"486","Pipeline transportation","Total Intermediate",7067
2017,"487OS","Other transportation and support activities","Total Intermediate",113710
2017,"493","Warehousing and storage","Total Intermediate",62718
2017,"512","Theaters, motion pictures, and sound recording","Total Intermediate",53011
2017,"513","Broadcasting and telecommunications","Total Intermediate",399926
2017,"51C54","Computer, data processing, internet publishing, and other information services","Total Intermediate",300730
2017,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Intermediate",409057
2017,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Intermediate",416417
2017,"524","Insurance carriers and related activities","Total Intermediate",474251
2017,"531","Real estate","Total Intermediate",985907
2017,"532RL","Rental and leasing services and lessors of intangible assets","Total Intermediate",136465
2017,"5411","Legal services","Total Intermediate",88283
2017,"5412OP","Miscellaneous professional, scientific, and technical services","Total Intermediate",505459
2017,"55","Management of companies and public relations","Total Intermediate",198490
2017,"56","Administrative, support, and other business services","Total Intermediate",452329
2017,"61","Educational services","Total Intermediate",111882
2017,"621","Ambulatory health care services","Total Intermediate",362683
2017,"622HO","Hospitals and nursing and residential care facilities","Total Intermediate",456535
2017,"624","Social assistance","Total Intermediate",96307
2017,"71","All recreation industries","Total Intermediate",138742
2017,"721","Accomodation","Total Intermediate",106617
2017,"722","Food services and drinking places","Total Intermediate",376432
2017,"81","Other services, except government","Total Intermediate",275716
2017,"G","All government","Total Intermediate",1291739
2017,"111CA","Farms","Total Value Added",138733
2017,"113FF","Forestry, fishing, and related activities","Total Value Added",38107
2017,"211","Oil and gas extraction","Total Value Added",161111
2017,"212","Mining, except oil and gas","Total Value Added",52266
2017,"23","Construction","Total Value Added",894146
2017,"22","Utilities","Total Value Added",313711
2017,"321","Wood products","Total Value Added",35688
2017,"327","Nonmetallic mineral products","Total Value Added",58488
2017,"331","Primary metals","Total Value Added",59778
2017,"332","Fabricated metal products","Total Value Added",144770
2017,"333","Machinery","Total Value Added",147642
2017,"334","Computer and electronic products","Total Value Added",248740
2017,"335","Electrical equipment, appliances, and components","Total Value Added",57627
2017,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Value Added",159124
2017,"3364OT","Other transportation equipment","Total Value Added",150911
2017,"337","Furniture and related products","Total Value Added",28897
2017,"339","Miscellaneous manufacturing","Total Value Added",86607
2017,"311FT","Food and beverage and tobacco products","Total Value Added",275264
2017,"313TT","Textile mills and textile product mills","Total Value Added",17286
2017,"315AL","Apparel and leather and allied products","Total Value Added",9449
2017,"322","Paper products","Total Value Added",55897
2017,"323PPI","Printing, publishing, and related","Total Value Added",276623
2017,"324","Petroleum and coal products","Total Value Added",110656
2017,"325","Chemical products","Total Value Added",345084
2017,"326","Plastics and rubber products","Total Value Added",77203
2017,"42","Wholesale trade","Total Value Added",1176146
2017,"44RT","Retail trade","Total Value Added",1178923
2017,"481","Air transportation","Total Value Added",128682
2017,"482","Rail transportation","Total Value Added",44334
2017,"483","Water transportation","Total Value Added",13957
2017,"484","Truck transportation","Total Value Added",177967
2017,"485","Transit and ground passenger transportation","Total Value Added",43408
2017,"486","Pipeline transportation","Total Value Added",41004
2017,"487OS","Other transportation and support activities","Total Value Added",124996
2017,"493","Warehousing and storage","Total Value Added",61116
2017,"512","Theaters, motion pictures, and sound recording","Total Value Added",97725
2017,"513","Broadcasting and telecommunications","Total Value Added",462117
2017,"51C54","Computer, data processing, internet publishing, and other information services","Total Value Added",540535
2017,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Value Added",648860
2017,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Value Added",290262
2017,"524","Insurance carriers and related activities","Total Value Added",568888
2017,"531","Real estate","Total Value Added",2312759
2017,"532RL","Rental and leasing services and lessors of intangible assets","Total Value Added",212259
2017,"5411","Legal services","Total Value Added",266430
2017,"5412OP","Miscellaneous professional, scientific, and technical services","Total Value Added",867839
2017,"55","Management of companies and public relations","Total Value Added",370134
2017,"56","Administrative, support, and other business services","Total Value Added",602867
2017,"61","Educational services","Total Value Added",245588
2017,"621","Ambulatory health care services","Total Value Added",709658
2017,"622HO","Hospitals and nursing and residential care facilities","Total Value Added",633523
2017,"624","Social assistance","Total Value Added",128153
2017,"71","All recreation industries","Total Value Added",213754
2017,"721","Accomodation","Total Value Added",176299
2017,"722","Food services and drinking places","Total Value Added",441100
2017,"81","Other services, except government","Total Value Added",433165
2017,"G","All government","Total Value Added",2455849
2017,"111CA","Farms","Total Industry Output",395529
2017,"113FF","Forestry, fishing, and related activities","Total Industry Output",53382
2017,"211","Oil and gas extraction","Total Industry Output",253994
2017,"212","Mining, except oil and gas","Total Industry Output",101852
2017,"23","Construction","Total Industry Output",1684895
2017,"22","Utilities","Total Industry Output",474119
2017,"321","Wood products","Total Industry Output",108455
2017,"327","Nonmetallic mineral products","Total Industry Output",127320
2017,"331","Primary metals","Total Industry Output",222887
2017,"332","Fabricated metal products","Total Industry Output",346279
2017,"333","Machinery","Total Industry Output",378267
2017,"334","Computer and electronic products","Total Industry Output",354303
2017,"335","Electrical equipment, appliances, and components","Total Industry Output",124254
2017,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Industry Output",597171
2017,"3364OT","Other transportation equipment","Total Industry Output",335565
2017,"337","Furniture and related products","Total Industry Output",76282
2017,"339","Miscellaneous manufacturing","Total Industry Output",158849
2017,"311FT","Food and beverage and tobacco products","Total Industry Output",953120
2017,"313TT","Textile mills and textile product mills","Total Industry Output",49704
2017,"315AL","Apparel and leather and allied products","Total Industry Output",15711
2017,"322","Paper products","Total Industry Output",185299
2017,"323PPI","Printing, publishing, and related","Total Industry Output",469218
2017,"324","Petroleum and coal products","Total Industry Output",538793
2017,"325","Chemical products","Total Industry Output",782650
2017,"326","Plastics and rubber products","Total Industry Output",237762
2017,"42","Wholesale trade","Total Industry Output",2053876
2017,"44RT","Retail trade","Total Industry Output",1846943
2017,"481","Air transportation","Total Industry Output",236301
2017,"482","Rail transportation","Total Industry Output",79569
2017,"483","Water transportation","Total Industry Output",54977
2017,"484","Truck transportation","Total Industry Output",367154
2017,"485","Transit and ground passenger transportation","Total Industry Output",78301
2017,"486","Pipeline transportation","Total Industry Output",48072
2017,"487OS","Other transportation and support activities","Total Industry Output",238706
2017,"493","Warehousing and storage","Total Industry Output",123834
2017,"512","Theaters, motion pictures, and sound recording","Total Industry Output",150736
2017,"513","Broadcasting and telecommunications","Total Industry Output",862043
2017,"51C54","Computer, data processing, internet publishing, and other information services","Total Industry Output",841266
2017,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Industry Output",1057917
2017,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Industry Output",706678
2017,"524","Insurance carriers and related activities","Total Industry Output",1043139
2017,"531","Real estate","Total Industry Output",3298665
2017,"532RL","Rental and leasing services and lessors of intangible assets","Total Industry Output",348724
2017,"5411","Legal services","Total Industry Output",354713
2017,"5412OP","Miscellaneous professional, scientific, and technical services","Total Industry Output",1373298
2017,"55","Management of companies and public relations","Total Industry Output",568623
2017,"56","Administrative, support, and other business services","Total Industry Output",1055196
2017,"61","Educational services","Total Industry Output",357469
2017,"621","Ambulatory health care services","Total Industry Output",1072340
2017,"622HO","Hospitals and nursing and residential care facilities","Total Industry Output",1090058
2017,"624","Social assistance","Total Industry Output",224460
2017,"71","All recreation industries","Total Industry Output",352498
2017,"721","Accomodation","Total Industry Output",282916
2017,"722","Food services and drinking places","Total Industry Output",817531
2017,"81","Other services, except government","Total Industry Output",708881
2017,"G","All government","Total Industry Output",3747587
2018,"111CA","Farms","Total Intermediate",258248
2018,"113FF","Forestry, fishing, and related activities","Total Intermediate",12761
2018,"211","Oil and gas extraction","Total Intermediate",157445
2018,"212","Mining, except oil and gas","Total Intermediate",54394
2018,"23","Construction","Total Intermediate",833121
2018,"22","Utilities","Total Intermediate",195126
2018,"321","Wood products","Total Intermediate",83439
2018,"327","Nonmetallic mineral products","Total Intermediate",72018
2018,"331","Primary metals","Total Intermediate",186795
2018,"332","Fabricated metal products","Total Intermediate",221370
2018,"333","Machinery","Total Intermediate",234826
2018,"334","Computer and electronic products","Total Intermediate",106679
2018,"335","Electrical equipment, appliances, and components","Total Intermediate",68313
2018,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Intermediate",476922
2018,"3364OT","Other transportation equipment","Total Intermediate",193516
2018,"337","Furniture and related products","Total Intermediate",46741
2018,"339","Miscellaneous manufacturing","Total Intermediate",75728
2018,"311FT","Food and beverage and tobacco products","Total Intermediate",685993
2018,"313TT","Textile mills and textile product mills","Total Intermediate",34149
2018,"315AL","Apparel and leather and allied products","Total Intermediate",7617
2018,"322","Paper products","Total Intermediate",129960
2018,"323PPI","Printing, publishing, and related","Total Intermediate",194966
2018,"324","Petroleum and coal products","Total Intermediate",514633
2018,"325","Chemical products","Total Intermediate",429206
2018,"326","Plastics and rubber products","Total Intermediate",171980
2018,"42","Wholesale trade","Total Intermediate",953022
2018,"44RT","Retail trade","Total Intermediate",710747
2018,"481","Air transportation","Total Intermediate",122633
2018,"482","Rail transportation","Total Intermediate",39909
2018,"483","Water transportation","Total Intermediate",44146
2018,"484","Truck transportation","Total Intermediate",209912
2018,"485","Transit and ground passenger transportation","Total Intermediate",49329
2018,"486","Pipeline transportation","Total Intermediate",11564
2018,"487OS","Other transportation and support activities","Total Intermediate",122909
2018,"493","Warehousing and storage","Total Intermediate",61257
2018,"512","Theaters, motion pictures, and sound recording","Total Intermediate",68901
2018,"513","Broadcasting and telecommunications","Total Intermediate",412333
2018,"51C54","Computer, data processing, internet publishing, and other information services","Total Intermediate",362597
2018,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Intermediate",425266
2018,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Intermediate",436261
2018,"524","Insurance carriers and related activities","Total Intermediate",501865
2018,"531","Real estate","Total Intermediate",1000850
2018,"532RL","Rental and leasing services and lessors of intangible assets","Total Intermediate",152655
2018,"5411","Legal services","Total Intermediate",81684
2018,"5412OP","Miscellaneous professional, scientific, and technical services","Total Intermediate",535522
2018,"55","Management of companies and public relations","Total Intermediate",212610
2018,"56","Administrative, support, and other business services","Total Intermediate",501391
2018,"61","Educational services","Total Intermediate",112282
2018,"621","Ambulatory health care services","Total Intermediate",369536
2018,"622HO","Hospitals and nursing and residential care facilities","Total Intermediate",474874
2018,"624","Social assistance","Total Intermediate",100188
2018,"71","All recreation industries","Total Intermediate",147055
2018,"721","Accomodation","Total Intermediate",112231
2018,"722","Food services and drinking places","Total Intermediate",401677
2018,"81","Other services, except government","Total Intermediate",283650
2018,"G","All government","Total Intermediate",1383195
2018,"111CA","Farms","Total Value Added",136825
2018,"113FF","Forestry, fishing, and related activities","Total Value Added",40291
2018,"211","Oil and gas extraction","Total Value Added",189194
2018,"212","Mining, except oil and gas","Total Value Added",52512
2018,"23","Construction","Total Value Added",960863
2018,"22","Utilities","Total Value Added",320369
2018,"321","Wood products","Total Value Added",36919
2018,"327","Nonmetallic mineral products","Total Value Added",59398
2018,"331","Primary metals","Total Value Added",67791
2018,"332","Fabricated metal products","Total Value Added",151861
2018,"333","Machinery","Total Value Added",154853
2018,"334","Computer and electronic products","Total Value Added",259946
2018,"335","Electrical equipment, appliances, and components","Total Value Added",59751
2018,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Value Added",161110
2018,"3364OT","Other transportation equipment","Total Value Added",159355
2018,"337","Furniture and related products","Total Value Added",29948
2018,"339","Miscellaneous manufacturing","Total Value Added",91603
2018,"311FT","Food and beverage and tobacco products","Total Value Added",270447
2018,"313TT","Textile mills and textile product mills","Total Value Added",16569
2018,"315AL","Apparel and leather and allied products","Total Value Added",9319
2018,"322","Paper products","Total Value Added",60248
2018,"323PPI","Printing, publishing, and related","Total Value Added",288132
2018,"324","Petroleum and coal products","Total Value Added",154243
2018,"325","Chemical products","Total Value Added",396191
2018,"326","Plastics and rubber products","Total Value Added",80788
2018,"42","Wholesale trade","Total Value Added",1222120
2018,"44RT","Retail trade","Total Value Added",1223551
2018,"481","Air transportation","Total Value Added",131141
2018,"482","Rail transportation","Total Value Added",46637
2018,"483","Water transportation","Total Value Added",15659
2018,"484","Truck transportation","Total Value Added",191412
2018,"485","Transit and ground passenger transportation","Total Value Added",46047
2018,"486","Pipeline transportation","Total Value Added",44031
2018,"487OS","Other transportation and support activities","Total Value Added",133723
2018,"493","Warehousing and storage","Total Value Added",68617
2018,"512","Theaters, motion pictures, and sound recording","Total Value Added",93642
2018,"513","Broadcasting and telecommunications","Total Value Added",474679
2018,"51C54","Computer, data processing, internet publishing, and other information services","Total Value Added",585019
2018,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Value Added",686595
2018,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Value Added",292664
2018,"524","Insurance carriers and related activities","Total Value Added",595558
2018,"531","Real estate","Total Value Added",2455805
2018,"532RL","Rental and leasing services and lessors of intangible assets","Total Value Added",227620
2018,"5411","Legal services","Total Value Added",277096
2018,"5412OP","Miscellaneous professional, scientific, and technical services","Total Value Added",926426
2018,"55","Management of companies and public relations","Total Value Added",388334
2018,"56","Administrative, support, and other business services","Total Value Added",638659
2018,"61","Educational services","Total Value Added",257222
2018,"621","Ambulatory health care services","Total Value Added",739645
2018,"622HO","Hospitals and nursing and residential care facilities","Total Value Added",658987
2018,"624","Social assistance","Total Value Added",136101
2018,"71","All recreation industries","Total Value Added",227230
2018,"721","Accomodation","Total Value Added",185740
2018,"722","Food services and drinking places","Total Value Added",461627
2018,"81","Other services, except government","Total Value Added",457654
2018,"G","All government","Total Value Added",2558752
2018,"111CA","Farms","Total Industry Output",395074
2018,"113FF","Forestry, fishing, and related activities","Total Industry Output",53053
2018,"211","Oil and gas extraction","Total Industry Output",346639
2018,"212","Mining, except oil and gas","Total Industry Output",106906
2018,"23","Construction","Total Industry Output",1793985
2018,"22","Utilities","Total Industry Output",515495
2018,"321","Wood products","Total Industry Output",120358
2018,"327","Nonmetallic mineral products","Total Industry Output",131415
2018,"331","Primary metals","Total Industry Output",254587
2018,"332","Fabricated metal products","Total Industry Output",373231
2018,"333","Machinery","Total Industry Output",389679
2018,"334","Computer and electronic products","Total Industry Output",366625
2018,"335","Electrical equipment, appliances, and components","Total Industry Output",128063
2018,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Industry Output",638032
2018,"3364OT","Other transportation equipment","Total Industry Output",352871
2018,"337","Furniture and related products","Total Industry Output",76689
2018,"339","Miscellaneous manufacturing","Total Industry Output",167331
2018,"311FT","Food and beverage and tobacco products","Total Industry Output",956440
2018,"313TT","Textile mills and textile product mills","Total Industry Output",50717
2018,"315AL","Apparel and leather and allied products","Total Industry Output",16936
2018,"322","Paper products","Total Industry Output",190207
2018,"323PPI","Printing, publishing, and related","Total Industry Output",483099
2018,"324","Petroleum and coal products","Total Industry Output",668876
2018,"325","Chemical products","Total Industry Output",825397
2018,"326","Plastics and rubber products","Total Industry Output",252768
2018,"42","Wholesale trade","Total Industry Output",2175142
2018,"44RT","Retail trade","Total Industry Output",1934298
2018,"481","Air transportation","Total Industry Output",253774
2018,"482","Rail transportation","Total Industry Output",86545
2018,"483","Water transportation","Total Industry Output",59805
2018,"484","Truck transportation","Total Industry Output",401324
2018,"485","Transit and ground passenger transportation","Total Industry Output",95376
2018,"486","Pipeline transportation","Total Industry Output",55595
2018,"487OS","Other transportation and support activities","Total Industry Output",256632
2018,"493","Warehousing and storage","Total Industry Output",129874
2018,"512","Theaters, motion pictures, and sound recording","Total Industry Output",162543
2018,"513","Broadcasting and telecommunications","Total Industry Output",887012
2018,"51C54","Computer, data processing, internet publishing, and other information services","Total Industry Output",947615
2018,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Industry Output",1111861
2018,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Industry Output",728925
2018,"524","Insurance carriers and related activities","Total Industry Output",1097423
2018,"531","Real estate","Total Industry Output",3456655
2018,"532RL","Rental and leasing services and lessors of intangible assets","Total Industry Output",380275
2018,"5411","Legal services","Total Industry Output",358780
2018,"5412OP","Miscellaneous professional, scientific, and technical services","Total Industry Output",1461948
2018,"55","Management of companies and public relations","Total Industry Output",600944
2018,"56","Administrative, support, and other business services","Total Industry Output",1140049
2018,"61","Educational services","Total Industry Output",369505
2018,"621","Ambulatory health care services","Total Industry Output",1109180
2018,"622HO","Hospitals and nursing and residential care facilities","Total Industry Output",1133862
2018,"624","Social assistance","Total Industry Output",236289
2018,"71","All recreation industries","Total Industry Output",374284
2018,"721","Accomodation","Total Industry Output",297971
2018,"722","Food services and drinking places","Total Industry Output",863303
2018,"81","Other services, except government","Total Industry Output",741303
2018,"G","All government","Total Industry Output",3941947
2019,"111CA","Farms","Total Intermediate",265426
2019,"113FF","Forestry, fishing, and related activities","Total Intermediate",9409
2019,"211","Oil and gas extraction","Total Intermediate",143210
2019,"212","Mining, except oil and gas","Total Intermediate",53016
2019,"23","Construction","Total Intermediate",846689
2019,"22","Utilities","Total Intermediate",186372
2019,"321","Wood products","Total Intermediate",75557
2019,"327","Nonmetallic mineral products","Total Intermediate",72040
2019,"331","Primary metals","Total Intermediate",168512
2019,"332","Fabricated metal products","Total Intermediate",218723
2019,"333","Machinery","Total Intermediate",230162
2019,"334","Computer and electronic products","Total Intermediate",100954
2019,"335","Electrical equipment, appliances, and components","Total Intermediate",71429
2019,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Intermediate",488464
2019,"3364OT","Other transportation equipment","Total Intermediate",162915
2019,"337","Furniture and related products","Total Intermediate",43803
2019,"339","Miscellaneous manufacturing","Total Intermediate",75412
2019,"311FT","Food and beverage and tobacco products","Total Intermediate",705040
2019,"313TT","Textile mills and textile product mills","Total Intermediate",33218
2019,"315AL","Apparel and leather and allied products","Total Intermediate",7712
2019,"322","Paper products","Total Intermediate",128227
2019,"323PPI","Printing, publishing, and related","Total Intermediate",179719
2019,"324","Petroleum and coal products","Total Intermediate",454343
2019,"325","Chemical products","Total Intermediate",430956
2019,"326","Plastics and rubber products","Total Intermediate",165496
2019,"42","Wholesale trade","Total Intermediate",935960
2019,"44RT","Retail trade","Total Intermediate",710353
2019,"481","Air transportation","Total Intermediate",132056
2019,"482","Rail transportation","Total Intermediate",38661
2019,"483","Water transportation","Total Intermediate",45363
2019,"484","Truck transportation","Total Intermediate",212015
2019,"485","Transit and ground passenger transportation","Total Intermediate",55215
2019,"486","Pipeline transportation","Total Intermediate",22684
2019,"487OS","Other transportation and support activities","Total Intermediate",120500
2019,"493","Warehousing and storage","Total Intermediate",61561
2019,"512","Theaters, motion pictures, and sound recording","Total Intermediate",78299
2019,"513","Broadcasting and telecommunications","Total Intermediate",392419
2019,"51C54","Computer, data processing, internet publishing, and other information services","Total Intermediate",360827
2019,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Intermediate",379812
2019,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Intermediate",474596
2019,"524","Insurance carriers and related activities","Total Intermediate",501241
2019,"531","Real estate","Total Intermediate",1091029
2019,"532RL","Rental and leasing services and lessors of intangible assets","Total Intermediate",160936
2019,"5411","Legal services","Total Intermediate",80838
2019,"5412OP","Miscellaneous professional, scientific, and technical services","Total Intermediate",588693
2019,"55","Management of companies and public relations","Total Intermediate",226135
2019,"56","Administrative, support, and other business services","Total Intermediate",543245
2019,"61","Educational services","Total Intermediate",112881
2019,"621","Ambulatory health care services","Total Intermediate",378847
2019,"622HO","Hospitals and nursing and residential care facilities","Total Intermediate",508865
2019,"624","Social assistance","Total Intermediate",100948
2019,"71","All recreation industries","Total Intermediate",159592
2019,"721","Accomodation","Total Intermediate",111615
2019,"722","Food services and drinking places","Total Intermediate",418838
2019,"81","Other services, except government","Total Intermediate",298895
2019,"G","All government","Total Intermediate",1498244
2019,"111CA","Farms","Total Value Added",122629
2019,"113FF","Forestry, fishing, and related activities","Total Value Added",41585
2019,"211","Oil and gas extraction","Total Value Added",172794
2019,"212","Mining, except oil and gas","Total Value Added",53080
2019,"23","Construction","Total Value Added",1021106
2019,"22","Utilities","Total Value Added",331596
