date,FA174090005.Q,FA173020005.Q,FA173030005.Q,FA153030505.Q,FA173034005.Q,FA174022005.Q,FA173061105.Q,FA153061705.Q,FA173062005.Q,FA153063005.Q,FA174023005.Q,FA153064105.Q,FA153064205.Q,FA163070005.Q,FA153040005.Q,FA153050005.Q,FA173099005.Q,FA175050005.Q,FA175012005.Q,FA175013005.Q,FA155111003.Q,FA155420003.Q,FA115020005.Q,FA176300005.Q,FA176320005.Q,FA176330005.Q,FA156300103.Q,FA172010005.Q,FA175012865.Q,FA175013865.Q,FA155111005.Q,FA155420003.Q,FA115020005.Q,FA174190005.Q,FA173165105.Q,FA173165205.Q,FA153166000.Q,FA173169005.Q,FA173199005.Q,FA175440005.Q,FA176007025.Q,FA155111005.Q,FA313154015.Q,FA156600075.Q,FA176007005.Q,FA156007015.Q,FA176007085.Q,FA156012005.Q,FA176007026.Q,FA176007006.Q,FA156007016.Q,FA176007086.Q
2016:Q4,-15266,-199802,490769,-18120,-246349,-497120,19883,64282,64285,-645570,-82877,7274,-66162,3184,4628,249586,339724,2458439,719775,479841,1265406,-11650,5067,1889173,464559,383457,1041157,569266,255216,96384,224249,-11650,5067,1020676,258190,249648,200212,-70770,383397,1184,-465492,224249,-974,5473,-683294,736869,-1420163,14123300,-3.2959156644470156,-4.8380600645371326,5.217399616236999,-10.055459680774131
2017:Q1,2083048,440493,518807,18128,12077,-432351,-305224,88365,-91734,-123758,52325,145984,253025,16012,26000,522125,510424,2490402,741980,494159,1268376,-11601,-2512,1916769,474978,382204,1059587,573633,267002,111955,208789,-11601,-2512,1156591,365770,290324,195498,64560,240438,-6353,1493737,208789,-2479,5356,1292784,788972,503812,14353057,10.407103191067858,9.007025838192732,5.496891707459951,3.5101341307327796
2017:Q2,2125431,173468,169082,12400,65687,261893,292369,-21703,-29282,20509,-17594,267932,168226,16012,5892,491204,511228,2529856,755429,509105,1276895,-11945,372,1941272,481493,388427,1071352,588584,273936,120678,205543,-11945,372,1171379,311729,292533,174824,75541,316753,21960,1564595,205543,-2452,5219,1366723,872082,494641,14538770,10.761538323500886,9.400543944259429,5.99832035309727,3.402223591162159
2017:Q3,1536827,97769,491435,23712,99997,-419387,-328711,25844,-74189,-42331,-80604,-243376,485490,16012,27640,424933,613205,2563186,764738,508159,1298336,-12387,4340,1959669,488220,393852,1077597,603517,276518,114307,220739,-12387,4340,1027395,313766,288860,177068,26572,221129,-136481,976468,220739,-2347,5155,763231,883020,-119789,14692114,6.646204975284954,5.194831883381825,6.010163003091319,-0.8153311197094935
2017:Q4,1881990,232435,27216,-3424,150030,84389,168110,10985,53721,-148427,-164980,199152,342311,16012,28980,499594,470275,2630128,786671,510467,1342794,-12926,3122,1973370,494021,397661,1081688,656758,292650,112806,261106,-12926,3122,1290665,344635,290908,229873,152806,272443,22739,1270822,261106,-1310,5173,1016200,822514,193686,14871770,8.545199596141043,6.8330774495561615,5.530706835837294,1.3023706137188666
2018:Q1,1932770,64662,767020,12504,64628,177057,460971,-38046,-121357,-124511,-92544,-54641,309200,5536,51680,297330,330337,2654380,789141,518831,1357223,-13272,2457,2004957,510533,399063,1095361,649423,278608,119768,261862,-13272,2457,945255,298408,175074,181215,61277,229281,22446,1659384,261862,-2366,5304,1405192,880197,524995,15133060,10.965290104121838,9.285578441686589,5.8163847893287945,3.4691936523577946
2018:Q2,1302956,-315450,713454,1312,277429,528663,561140,109469,19568,-161514,-34877,-603662,77536,5536,49376,318546,285093,2663812,808617,511528,1361609,-13729,-4213,2033913,517705,406714,1109494,629899,290912,104814,252115,-13729,-4213,888484,337598,176923,121817,-24311,276457,22186,1066557,252115,-1654,5354,821449,939954,-118505,15349067,6.948673246857276,5.351785670645383,6.1238510457997215,-0.772065375154339
2018:Q3,2005510,-343667,115956,-2600,-146784,846288,667179,328036,44824,-193751,-10987,475693,448246,5536,36876,260421,320532,2686224,808903,517687,1364801,-14031,8864,2057804,524077,411966,1121761,628420,284826,105721,243040,-14031,8864,979833,347513,173699,190291,25267,243062,4887,1658984,243040,-2491,5394,1423829,1028510,395319,15563067,10.659751767620996,9.148768956511711,6.6086588202698096,2.540110136241902
2018:Q4,1419316,-59418,317555,236,516626,1617773,676138,308572,66901,566161,-85568,-687969,-796110,5536,55608,254095,280954,2688925,797558,533596,1365380,-14178,6569,2077028,529928,416144,1130956,611897,267630,117452,234424,-14178,6569,834413,273768,181099,197426,-82270,264389,-24021,1172780,234424,-1673,5368,945397,1137965,-192568,15770966,7.436321787788823,5.994541905327501,7.215569420414704,-1.2210275150872025
2019:Q1,2872104,15522,642660,-3640,672126,4210,238762,21306,-117039,-138819,-4710,700910,312451,-1160,14960,421359,97418,2698111,792412,554330,1361112,-13862,4119,2098853,531930,423897,1143026,599258,260482,130433,218086,-13862,4119,598857,252285,123003,179704,-24084,67949,17067,2889572,218086,-3105,5426,2680018,1316641,1363377,15997304,18.062871600045884,16.752935099664413,8.230393071232504,8.522542028431909
2019:Q2,2761124,-195987,471019,-5508,-36257,1359573,695467,245241,-100077,518941,35796,-23488,566963,-1160,17356,462001,110816,2768493,808804,578480,1393482,-13717,1444,2126474,539253,427008,1160213,642019,269551,151472,233269,-13717,1444,866593,340718,128377,168096,60053,169349,14832,2551382,233269,-951,5388,2324452,1178103,1146349,16074939,15.87179955687831,14.460096719085957,7.328817857411465,7.131278861674491
2019:Q3,1803480,-420985,754866,-476,830273,-17313,24161,-34523,-78192,71241,125485,-26911,-105045,-1160,53312,499096,112338,2822584,826802,591086,1417688,-13646,654,2148022,545318,432967,1169737,674562,281484,158119,247951,-13646,654,820482,328627,124203,209338,22403,135912,14589,1672149,247951,-2072,5349,1431619,1117232,314387,16222057,10.307874931719153,8.825138946297974,6.88711672015454,1.938022226143434
2019:Q4,2980121,752346,576627,4824,330174,-461529,-312159,90988,18196,-258555,1117,741659,546867,-1160,-5540,339260,155476,2823687,835245,582476,1422882,-13650,-3266,2167473,550083,438238,1179152,656214,285162,144238,243730,-13650,-3266,786428,266618,127449,183459,47272,161631,13931,2863838,243730,-2800,5354,2628262,1100657,1527605,16363691,17.50117085181325,16.061545591985933,6.726214764138481,9.335330827847448
2020:Q1,4223380,191019,1392581,37432,2066348,-312490,-1271479,63252,13372,882365,557742,251855,-1286426,38400,192452,453685,640782,2785963,867879,577264,1368626,-13709,-14097,2201612,560916,438592,1202104,584351,306963,138672,166522,-13709,-14097,1558751,393590,262500,36838,83702,782121,15242,3264222,166522,-4215,5406,3107321,1482259,1625062,16521436,19.757493130866003,18.807813636923004,8.971732239255715,9.83608139766729
2020:Q2,7043771,2139998,2829402,-25844,992842,-1295952,-299811,-1480045,-72452,556356,-65598,938039,199615,38400,24,344544,948301,2629665,806862,536179,1350749,-13721,-50404,2218414,565786,441513,1211115,411251,241076,94666,139634,-13721,-50404,1266721,345039,262007,-275432,116995,818111,-41176,6147125,139634,-5024,5082,6017597,4429828,1587769,18086869,33.98667266940406,33.27052856303364,24.49195601516216,8.778572547871482
2020:Q3,2153290,1188235,307036,15808,-765892,-1303030,-195809,-56176,31823,-1082868,-182060,998789,252094,38400,87964,408673,1107272,3100981,937238,541344,1625396,-13669,10672,2235591,571191,453719,1210681,865390,366047,87625,414715,-13669,10672,1897959,637933,241158,109157,362420,547291,17569,1138290,414715,-3603,5277,732454,2635765,-1903311,17586022,6.47269532964345,4.164980722261712,14.987840911378367,-10.822860189116655
2020:Q4,4565397,4650304,-2022862,3896,-513082,286024,577330,-240426,-89991,39111,145896,512982,232308,38400,90624,490518,650389,3214876,1020422,543538,1656466,-13551,8001,2291563,579104,465086,1247373,923313,441318,78452,409093,-13551,8001,2009900,565701,341296,81282,389101,632520,20319,3499129,409093,-1610,5471,3097117,2088185,1008932,17304892,20.220460586397408,17.897348339980148,12.067021279300674,5.830327060679475
2021:Q1,3221492,1210887,1990400,5404,562838,-3617307,-2076389,-428724,-97135,-1015058,-2325,1660656,687880,38904,-3996,99027,589125,3377155,1072126,558005,1765106,-13548,-4534,2358083,622383,445552,1290148,1019072,449743,112453,474958,-13548,-4534,1844965,624631,287133,162398,272751,498052,-174284,2221315,474958,-373,5607,1752337,3867915,-2115578,19607748,11.328762403870508,8.93696174773192,19.726462212794658,-10.789500465062737
2021:Q2,3999644,1707097,-228175,-5112,44103,-240156,-833833,388931,-55926,260673,59576,1650308,211632,38904,34852,71839,654776,3504450,1100202,555873,1887477,-13360,-25742,2417748,636185,465020,1316543,1086702,464017,90853,570934,-13360,-25742,2146212,925625,278311,293923,200241,448111,16565,2956699,570934,-4145,5753,2395663,1836751,558912,18359155,16.10476721309466,13.048875175319758,10.004550863043534,3.0443243122762254
2021:Q3,3231762,656248,445212,-3200,-387423,265644,463746,-271775,-92532,166205,173134,622028,406581,38904,81044,306053,627538,3473880,1130262,559215,1798140,-13167,-570,2523673,653568,483736,1386369,950207,476694,75479,411771,-13167,-570,2099090,931092,274366,231353,147688,514591,-54066,2028813,411771,1429,5847,1621460,1520442,101018,18398833,11.02685847214948,8.812843890505167,8.263795861400558,0.5490480291046105
2021:Q4,4062486,621216,1299888,1980,226998,-1385440,-774075,341629,-138082,-814912,104196,1424695,997523,38904,9900,208529,514096,3645992,1168150,577870,1878053,-12970,34889,2607605,672564,498745,1436296,1038387,495586,79125,441757,-12970,34889,2572564,959769,359238,263576,45063,944918,20276,2548585,441757,-1623,5911,2114362,1157691,956671,18491864,13.782197445467178,11.434013653060637,6.260542474247052,5.1734711788135845
2022:Q1,3848628,722096,287363,8332,95707,247151,469480,381432,-71585,-532177,418828,1138981,-513255,32060,63760,400210,947397,3736272,1204557,597273,1916079,-13137,31500,2696324,715738,502994,1477592,1039948,488819,94279,438487,-13137,31500,2824103,1112947,299547,345520,84696,981393,30705,2095178,438487,-2526,5931,1665149,604071,1061078,18303323,11.446982524286426,9.097520948879326,3.3003351358657658,5.79718581301356
2022:Q2,2839996,1701930,-1304126,4624,334568,1915966,990227,694377,149600,81762,-182958,74759,-1265827,32060,73664,392996,1062339,3740625,1209779,622756,1910858,-13047,10279,2793028,736936,520627,1535465,947597,472843,102129,375393,-13047,10279,2699683,1114829,361000,401159,-165124,987819,31625,1119534,375393,-3888,5872,753901,400952,352949,18555594,6.033406187190608,4.062930994842196,2.1608146847791563,1.9021163100630394
2022:Q3,2504202,873189,-1491606,6200,236983,1596151,1617417,893049,3266,-917580,-243517,298190,-432293,32060,70140,438963,1119740,3700998,1148444,647937,1915081,-13075,2611,2849829,754466,532883,1562480,851169,393978,115054,352601,-13075,2611,2475371,862749,249887,314166,-1923,1050491,-110092,769908,352601,-2957,5918,426182,592731,-166549,19074878,4.03623906548392,2.2342580741999254,3.1073907785937083,-0.8731327043937828
2022:Q4,2747318,-1502582,-397663,-5456,516162,3698472,2372580,895032,57582,373278,-195829,-283111,-566590,32060,33128,281231,1137496,3661411,1090225,666207,1898546,-13219,19652,2896030,764931,536187,1594912,765381,325294,130020,303634,-13219,19652,1884529,476182,284319,322034,-257174,1059168,19035,1647205,303634,-1169,5887,1350627,666630,683997,19442254,8.472295202229965,6.946862981979949,3.428769112881665,3.5180938690982857
2023:Q1,2627663,-52332,-1622211,-2456,1598041,2112885,1387607,338983,108150,278145,-99625,-286040,-102490,35400,91056,527569,427866,3694259,1068947,673725,1965676,-13455,-634,2909129,752649,552901,1603579,785130,316298,120824,362097,-13455,-634,1112842,374726,222985,200353,-32804,347582,31788,2331739,362097,-711,5930,1976283,950673,1025610,20146974,11.573643695778891,9.809327411267601,4.718688771822508,5.090638639445092
2023:Q2,2566757,206387,23514,-12940,864953,908168,1480592,-506592,157045,-222877,-28532,-186011,8059,35400,55524,463071,229164,3715294,1076453,691090,1962677,-13625,-1301,2940345,761146,553353,1625846,774949,315307,137737,336831,-13625,-1301,903080,403452,193190,164239,5004,137195,-230370,2208255,336831,-1401,5978,1878803,1033090,845713,20460371,10.792840257812337,9.182645653881904,5.049224180734552,4.133421473147352
2023:Q3,971761,-651324,143860,8168,675601,365017,419786,403500,40444,-498714,-265424,422716,-239528,35400,1032,321180,155062,3763906,1109033,692957,1961428,-13703,14191,2981517,770469,563636,1647412,782389,338564,129321,314016,-13703,14191,836487,484023,170716,19079,122030,40639,-179116,738547,314016,-2636,6036,433202,942911,-509709,20666370,3.573664099737213,2.0961700662710814,4.562538075143337,-2.4663680088722555
2023:Q4,1545465,-77723,-221812,3896,608649,1375427,407709,46804,90812,830101,131289,-552604,-257316,35400,-45240,311207,234292,3784281,1127848,703816,1959228,-13690,7079,2998691,780100,566939,1651652,785590,347748,136877,307576,-13690,7079,787144,290431,101542,136759,-7886,266299,-23694,1520217,307576,-825,6078,1219543,942224,277319,20913482,7.269076293240638,5.831374606780379,4.505342534543028,1.3260320722373504
2024:Q1,1735783,1159054,-432918,9504,505088,-1250913,-641375,-74458,136899,-671979,3794,390144,523601,34872,98484,410981,284091,3820935,1171882,713252,1948237,-13729,1293,2961415,787613,565687,1608115,859520,384269,147565,340122,-13729,1293,888066,317712,156042,100603,149555,164154,-42762,1664474,340122,-2435,6171,1332958,1148074,184884,21378574,7.785711935696685,6.235016953663628,5.370208508762091,0.8648084449015375
2024:Q2,2940836,-416489,384824,4424,430459,1150542,986073,87763,230183,-153478,-189203,1278416,-434754,34872,52300,407626,237819,3863489,1173545,722675,1961533,-13638,19374,2997144,799469,570590,1627085,866345,374076,152085,334448,-13638,19374,938630,459490,93009,57138,119864,209130,-25582,2842969,334448,-1414,6226,2516161,1061121,1455040,21568622,13.181040864404164,11.665840335271348,4.919744061535317,6.746096273736031
2024:Q3,2987446,-47925,218044,12612,727916,323023,-36790,-15516,95490,279839,280839,818894,-44348,34872,28844,312873,321802,3893278,1171503,732155,1985907,-13559,17272,3025797,811911,576657,1637229,867481,359592,155498,348678,-13559,17272,1005846,458296,116933,121232,50843,258543,-67393,2781688,348678,-711,6229,2439950,888977,1550973,21662565,12.840991988238157,11.263441777445207,4.103747640226354,7.159694137218854
2024:Q4,2444793,249024,61326,1516,1102109,-394521,218335,335894,-76925,-871825,-121632,916971,-231731,34872,69832,442036,314992,3958227,1192960,726613,2044258,-13494,7890,3048857,822438,577577,1648842,909370,370522,149036,395416,-13494,7890,1209964,360941,155501,123345,199100,371077,-91740,2052459,395416,64,6269,1663248,834466,828782,21924638,9.36142539093151,7.58620423899979,3.806065121804976,3.780139117194815
2025:Q1,2654303,772537,21376,7140,683386,-737941,-328407,-399074,112424,-122884,346614,1171381,-306347,34580,39792,297436,324349,3997430,1203215,744034,2029116,-13669,34734,3083020,829848,580871,1672301,914410,373367,163163,356815,-13669,34734,785819,331799,100046,66887,5076,282011,-108026,2674868,356815,-1976,6406,2326435,952905,1373530,22276029,12.007831768046033,10.44367034248278,4.277714847650809,6.16595549483197
