1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2022:Q1,23246108,3927254,19318854,22595202,600148,74676,74087,1236381,5851446,325439,5526007,1471292,89394,19589,73420,164906,37208,127698,214871,11159,203712,475223,267776,207447,21013,7165,13848,381904,1759444,1155496,603948,1528334,53420,1474914,2893,336289,210412,34483,227898,99788,42911,7604400,1008398,6596002,650906,2770366
2022:Q2,23253368,3522601,19730767,21862227,700473,80177,76893,1281448,5563801,324467,5239334,1488523,95983,23045,79091,172679,44668,128011,198407,11996,186411,453189,250515,202674,18400,5839,12561,368450,1458999,902540,556459,1427826,45799,1382027,3509,362613,180578,35695,216847,120585,38073,7416943,895437,6521506,1391141,2797292
2022:Q3,23616710,3643675,19973035,21342145,1121325,79168,79700,1275657,5186546,307407,4879139,1407747,92545,26775,78645,182900,50250,132650,188830,15742,173088,428090,231776,196314,17226,5546,11680,336773,1256135,766964,489171,1345823,22163,1323660,2372,381453,168255,36312,226282,130572,41506,7251508,919610,6331898,2274565,2852032
2022:Q4,23844978,3696169,20148809,21627854,1664872,88981,82506,1303527,5056405,286373,4770032,1388880,89538,23497,77792,212928,68038,144890,183110,17594,165516,427656,226656,201000,17964,5578,12386,322483,1064015,602022,461993,1342336,12703,1329633,2353,400626,155618,36411,215874,133582,42835,7294065,949988,6344077,2217124,2986599
2023:Q1,24282042,4067536,20214506,22505217,2178245,89282,83431,1368917,4960204,277890,4682314,1300967,92314,22952,76257,223298,72829,150469,184415,17637,166778,439412,230834,208578,18475,5597,12878,354662,1040799,665210,375589,1369594,15822,1353772,2353,451601,149819,36357,327564,122940,48233,7563126,962621,6600505,1776825,2673619
2023:Q2,24772373,4465683,20306690,22650094,2373787,101543,83882,1391408,4702866,266055,4436811,1235187,98823,22835,77014,227222,75515,151707,182125,19030,163095,435736,225054,210682,19252,6254,12998,350375,1243962,888460,355502,1345641,12619,1333022,2304,460651,151464,34452,301323,121963,59129,7627150,962248,6664902,2122279,2975645
2023:Q3,25630167,5259329,20370838,22894360,2452722,106863,84124,1376247,4367410,236022,4131388,1240943,89991,22472,74653,255303,101024,154279,172429,19384,153045,422005,215036,206969,18501,6129,12372,365222,1767115,1422356,344759,1317557,12038,1305519,2183,469084,150868,33192,312371,126783,55744,7610578,1060894,6549684,2735807,3018918
2023:Q4,26226569,5674825,20551744,24315361,2633159,111424,84529,1452091,4403083,214361,4188722,1329208,93542,21652,69580,263204,96550,166654,180916,18772,162144,445466,225297,220169,19923,6173,13750,395356,2269494,1865972,403522,1373325,12830,1360495,2095,502358,163590,31432,328712,132398,62315,7946509,1082660,6863849,1911208,3225064
2024:Q1,26808608,6061736,20746872,24716267,2567389,111041,84975,1482510,4176260,192883,3983377,1423638,100634,23109,67102,288100,123971,164129,181986,19119,162867,443675,221272,222403,19860,6187,13673,412580,2563670,2136436,427234,1388322,10365,1377957,2068,504404,159058,29188,390499,123303,58060,8114836,1090561,7024275,2092341,3210647
2024:Q2,26903135,5764902,21138233,24750904,2657264,92558,85413,1521785,3993177,192930,3800247,1405771,108461,23521,65878,365658,195743,169915,183242,19452,163790,447180,219665,227515,18856,5210,13646,446046,2449906,1978135,471771,1405868,10112,1395756,2043,523278,169996,26860,358565,123783,65163,8210632,1074359,7136273,2152231,3229826
2024:Q3,27586426,6004141,21582285,26204445,2849006,118425,85983,1606342,4048034,193452,3854582,1470895,111281,21640,65162,425449,244925,180524,190787,21327,169460,470977,227329,243648,20445,5940,14505,493285,2659841,2199495,460346,1495960,9367,1486593,2141,568912,191009,28208,391555,133360,77263,8678485,1170827,7507658,1381981,3290738
2024:Q4,28139470,6186185,21953285,26059862,2726798,121467,86658,1579135,3819872,193456,3626416,1536829,100338,22812,63011,362283,184793,177490,187181,22204,164977,455700,216513,239187,19803,5905,13898,489565,2994851,2428212,566639,1501246,11002,1490244,1966,555909,223991,27278,454199,130064,86049,8512857,1199566,7313291,2079608,3456793
2025:Q1,28447272,6155073,22292199,26877170,2859028,123306,87185,1613539,3832193,193667,3638526,1545473,108214,23782,63274,432032,193609,238423,190899,23702,167197,470831,220053,250778,20438,5876,14562,502043,2880571,2235048,645523,1538754,11159,1527595,1993,605331,232304,25074,487564,137311,83374,9012657,1372334,7640323,1570102,3185026
